Name,altitudeMode,distance,angle,X,Y
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.00000000000000,195.94539590553163,-72.035,-34.643
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.00007280109890,156.25522354130482,-72.035,-34.643
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.00022932585732,121.29621227977044,-72.035,-34.643
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.00036534056241,130.51368669258846,-72.034,-34.643
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.00057747259677,138.27314539289065,-72.034,-34.643
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.00144580433061,143.92811162878462,-72.034,-34.644
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.00191452599642,143.03678708163142,-72.034,-34.644
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.00208481986008,138.25724793766503,-72.033,-34.644
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.00370485072398,137.59912051899934,-72.032,-34.646
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.00429281330783,141.72098519940602,-72.032,-34.646
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.00779666832766,142.19664445190747,-72.030,-34.649
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.00798105921681,137.19935267821620,-72.030,-34.649
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.00810833843742,132.04692944349793,-72.030,-34.649
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.00831449371869,125.44142883015900,-72.030,-34.649
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.01224393388239,119.54428549244459,-72.026,-34.651
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.01294164442409,115.87176349602660,-72.026,-34.652
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.01390828810197,117.09441803683526,-72.025,-34.652
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.01398891067946,116.24792881791387,-72.025,-34.652
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.01466122013202,114.65801376048709,-72.024,-34.652
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.01495190896909,115.18549734842368,-72.024,-34.652
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.01532352705261,117.38485002439705,-72.023,-34.653
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.01544014609051,123.13748498500237,-72.023,-34.653
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.01573425491391,128.24856930295866,-72.023,-34.653
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.01605315928828,135.64817136341838,-72.023,-34.653
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.01692637174812,141.38053425835054,-72.022,-34.654
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.01740438848422,146.29103406658913,-72.022,-34.654
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.01762393346823,154.21499142658658,-72.022,-34.654
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.01797861642524,166.44464561463778,-72.022,-34.655
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.01910400524694,169.22266482743197,-72.022,-34.656
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.01932240854362,156.31251924266769,-72.022,-34.656
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.01953335877472,143.02999365330933,-72.021,-34.656
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.01969614698067,127.02730204999946,-72.021,-34.656
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.01976322902000,122.06682160257439,-72.021,-34.656
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.01992724121467,121.00627340396483,-72.021,-34.656
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.02004807167441,111.94199480489438,-72.021,-34.656
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.02022834923818,105.98442126930122,-72.021,-34.656
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.02041274012733,98.64622469885710,-72.021,-34.656
"Directions from Bucalemu, Paredones, Chile to Alto Perales, Coelemu, Chile",,0.02053315607311,91.64742048763549,-72.021,-34.656
